iteration,candidate_total_value,candidate_total_weight
15993,24994,2412
15994,16880,2538
15995,25566,2504
15996,24358,2542
15997,22938,2531
15998,20431,2521
15999,15347,2527
16000,18321,2542
16001,16233,2442
16002,22400,2301
16003,21312,2456
16004,21223,2190
16005,22010,1893
16006,23161,2351
16007,22913,2538
16008,19785,2439
16009,26455,2532
16010,16231,2516
16011,20904,2536
16012,24822,2529
16013,20542,2447
16014,21051,2528
16015,21334,2154
16016,23664,2412
16017,21349,2361
16018,23219,2110
16019,24232,2475
16020,25596,2522
16021,23106,2542
16022,21819,2530
16023,19767,2542
16024,26455,2532
16025,20472,2409
16026,21703,2479
16027,19888,2422
16028,25524,2462
16029,26012,2471
16030,25503,2468
16031,26455,2532
16032,26353,2516
16033,25913,2488
16034,19225,2349
16035,20030,2534
16036,26353,2516
16037,21754,2221
16038,22109,2334
16039,26100,2483
16040,20417,2513
16041,25664,2523
16042,20655,2230
16043,23027,2530
16044,22910,2262
16045,25664,2523
16046,20948,2527
16047,26329,2516
16048,24387,2496
16049,22837,2513
16050,18085,2531
16051,16536,2476
16052,24547,2314
16053,20970,2135
16054,19771,2542
16055,21487,2538
16056,18633,2445
16057,21597,2304
16058,23276,2443
16059,24820,2531
16060,22839,2522
16061,23340,2517
16062,20513,2520
16063,22066,2298
16064,26012,2471
16065,15477,2536
16066,19808,2540
16067,22913,2450
16068,23506,2511
16069,13430,2486
16070,22396,2484
16071,20846,2515
16072,17782,2521
16073,21223,2503
16074,16452,2501
16075,23823,2342
16076,17316,2480
16077,23919,2270
16078,22696,2508
16079,25831,2381
16080,21256,2302
16081,25544,2513
16082,23614,2538
16083,19238,2512
16084,22808,1837
16085,23720,2533
16086,13445,2401
16087,26012,2471
16088,18950,2522
16089,24734,2529
16090,18762,2482
16091,20954,2469
16092,21767,2527
16093,24522,2497
16094,25494,2375
16095,25226,2471
16096,26066,2451
16097,16252,2539
16098,21704,2389
16099,18067,2541
16100,15857,2518
16101,18773,2428
16102,14185,2308
16103,19198,2536
16104,15914,2531
16105,19198,2539
16106,15566,2440
16107,26084,2289
16108,20750,2517
16109,24293,2534
16110,25698,2491
16111,20629,2473
16112,22389,2535
16113,21588,2479
16114,26455,2532
16115,17250,2533
16116,20992,2493
16117,26455,2532
16118,24003,2109
16119,24952,2383
16120,21146,2013
16121,15394,2479
16122,22632,2535
16123,21694,2514
16124,20480,2176
16125,22438,2396
16126,18184,2383
16127,25731,2503
16128,24617,2405
16129,25581,2508
16130,25685,2511
16131,18292,2161
16132,25814,2486
16133,22115,2261
16134,20607,2495
16135,20211,2247
16136,25203,2381
16137,21468,1967
16138,21909,2505
16139,20207,2495
16140,18018,2462
16141,22637,2496
16142,23063,2523
16143,24297,2409
16144,19423,2060
16145,25524,2480
16146,17399,2387
16147,26329,2516
16148,22765,2521
16149,25450,2524
16150,16331,2408
16151,26455,2532
16152,20326,2517
16153,25746,2542
16154,25544,2513
16155,20824,2528
16156,17356,2534
16157,23229,2479
16158,22817,2474
16159,21760,2506
16160,24857,2543
16161,25524,2462
16162,22359,2218
16163,20434,2015
16164,26329,2516
16165,25560,2455
16166,17201,2397
16167,25655,2442
16168,16881,2533
16169,24798,2423
16170,25660,2350
16171,22078,2242
16172,19963,2527
16173,17499,2417
16174,21966,2471
16175,19542,2099
16176,25529,2539
16177,21305,2523
16178,24492,2517
16179,24992,2530
16180,18876,2526
16181,22737,2510
16182,22978,2442
16183,19174,1886
16184,19195,2514
16185,24584,2541
16186,24748,2525
16187,19224,1819
16188,20468,1810
16189,25790,2524
16190,17622,2473
16191,21323,2533
16192,21161,2261
16193,26227,2484
16194,16562,2390
16195,21727,2541
16196,22466,2102
16197,20232,2489
16198,19882,2484
16199,22416,2449
16200,25482,2538
16201,18656,2528
16202,22097,2518
16203,26260,2527
16204,26242,2497
16205,22896,2458
16206,22974,2527
16207,17302,2352
16208,25685,2522
16209,21350,2234
16210,26455,2532
16211,23891,2335
16212,14823,2300
16213,17043,2522
16214,25501,2506
16215,21132,2083
16216,18550,2409
16217,26455,2532
16218,25655,2442
16219,23569,2328
16220,18146,2490
16221,17854,1769
16222,18427,2471
16223,16065,2485
16224,23655,2493
16225,24314,2501
16226,17355,2527
16227,25575,2284
16228,21290,2256
16229,23273,2230
16230,17167,2500
16231,23537,2512
16232,23389,2326
16233,22658,2445
16234,25494,2375
16235,24034,2511
16236,23440,2395
16237,19337,2356
16238,19673,2527
16239,16479,1997
16240,25873,2543
16241,25685,2522
16242,19277,2413
16243,18592,2502
16244,16961,1817
16245,23007,2453
16246,16984,2513
16247,25655,2442
16248,16799,2462
16249,20692,2286
16250,24193,2540
16251,24990,2428
16252,25127,2396
16253,20730,2477
16254,17808,2463
16255,17023,2397
16256,14433,2537
16257,21970,2242
16258,24721,2522
16259,24036,2484
16260,22563,2385
16261,21573,2481
16262,21787,2365
16263,23232,2504
16264,18195,2415
16265,19715,2388
16266,25434,2536
16267,19168,2379
16268,16447,2536
16269,20498,1911
16270,25681,2511
16271,21166,2441
16272,19705,2507
16273,21890,2529
16274,22280,1921
16275,22590,2283
16276,22721,2401
16277,26353,2516
16278,24780,2415
16279,21012,2416
16280,25685,2511
16281,22286,2287
16282,24248,2478
16283,23590,2412
16284,23580,2495
16285,21723,2524
16286,19393,2537
16287,22614,2532
16288,24849,2528
16289,23502,2513
16290,24920,2505
16291,14270,2472
16292,25628,2396
16293,24742,2455
16294,24580,2305
16295,20638,2489
16296,23214,2529
16297,22075,2516
16298,25177,2483
16299,23341,2529
16300,21296,2463
16301,24050,2480
16302,22122,2534
16303,16970,2522
16304,17911,2535
16305,22775,2541
16306,15482,2421
16307,25111,2396
16308,20966,2536
16309,24635,2434
16310,26455,2532
16311,21105,2273
16312,26260,2527
16313,23653,2502
16314,23323,2419
16315,18211,2442
16316,20471,2537
16317,19240,2258
16318,23560,2051
16319,20848,2285
16320,19033,2418
16321,22805,2412
16322,20140,2457
16323,14900,2312
16324,23175,2542
16325,23748,2502
16326,24002,2281
16327,22976,2185
16328,23704,2282
16329,25664,2523
16330,22607,2529
16331,20575,2417
16332,25850,2483
16333,21122,2489
16334,22086,2534
16335,19737,2509
16336,25655,2442
16337,20888,2531
16338,23525,2533
16339,22038,2447
16340,22786,2536
16341,20419,2467
16342,26455,2532
16343,23071,2206
16344,26455,2532
16345,18371,1749
16346,20619,2504
16347,25467,2473
16348,24705,2179
16349,24141,2278
16350,23541,2363
16351,25789,2487
16352,15706,2488
16353,22780,2246
16354,16331,2503
16355,16926,2502
16356,20756,2283
16357,23533,2391
16358,19792,2538
16359,17346,2427
16360,23625,2490
16361,14589,2421
16362,20016,2509
16363,24366,2382
16364,25137,2534
16365,22352,2543
16366,24680,2384
16367,18166,2539
16368,18754,2339
16369,18548,2520
16370,24767,2402
16371,24981,2299
16372,25573,2511
16373,23480,2395
16374,20877,2412
16375,19074,2259
16376,24689,2496
16377,22585,2529
16378,22132,2506
16379,23427,2369
16380,21135,2357
16381,23560,2329
16382,15553,2526
16383,17084,2480
16384,23666,2521
16385,19898,2436
16386,25329,2350
16387,19970,2436
16388,25440,2520
16389,23900,2175
16390,24523,2395
16391,20316,2531
16392,25668,2405
16393,23775,2409
16394,20862,2490
16395,21936,1832
16396,23408,2374
16397,21488,2485
16398,23754,2498
16399,14951,2534
16400,23812,2163
16401,19295,2431
16402,23105,2529
16403,20574,2543
16404,23536,2255
16405,24022,2540
16406,18761,2347
16407,21663,2512
16408,24621,2300
16409,23435,2507
16410,25463,2234
16411,26327,2517
16412,19686,2497
16413,24925,2414
16414,25963,2528
16415,13120,2221
16416,21986,2385
16417,21713,2459
16418,21782,2520
16419,22121,2542
16420,23261,2384
16421,25147,2495
16422,22781,2512
16423,24666,2342
16424,18341,2528
16425,16741,2375
16426,21034,2536
16427,24116,2233
16428,17388,2335
16429,21791,2339
16430,24044,2447
16431,24717,2412
16432,24073,2352
16433,21310,2522
16434,25243,2535
16435,15042,2503
16436,25438,2489
16437,25512,2480
16438,23409,2463
16439,17464,2511
16440,22132,2355
16441,25542,2516
16442,25814,2486
16443,24362,2457
16444,21959,2460
16445,23227,2330
16446,21851,2366
16447,20603,2139
16448,23911,2493
16449,23018,2424
16450,25725,2465
16451,17465,2023
16452,16893,2436
16453,18549,2445
16454,16540,2210
16455,22944,2397
16456,17843,2483
16457,22518,2524
16458,24580,2458
16459,22373,2219
16460,16121,2535
16461,22759,2464
16462,26455,2532
16463,15177,2521
16464,17771,2538
16465,23150,2407
16466,25978,2498
16467,23660,2525
16468,25498,2529
16469,17455,2259
16470,25836,2489
16471,16458,2541
16472,25655,2442
16473,18689,2447
16474,23674,2394
16475,17609,2307
16476,20802,2542
16477,21970,2516
16478,25685,2522
16479,16954,1900
16480,23266,2288
16481,18055,1886
16482,19998,2527
16483,25638,2439
16484,24825,2505
16485,20990,2424
16486,18566,2472
16487,23761,2516
16488,22435,2180
16489,17961,2539
16490,20383,2410
16491,25789,2487
16492,24980,2485
16493,25627,2530
16494,23476,2524
16495,17489,2414
16496,18452,2414
16497,25167,2472
16498,25001,2290
16499,23661,2528
16500,21389,2094
16501,23599,2525
16502,18052,2270
16503,18647,2389
16504,25716,2481
16505,20091,2440
16506,21389,2519
16507,25457,2479
16508,21176,2420
16509,21163,2493
16510,12112,2501
16511,21744,2460
16512,25978,2498
16513,14071,2401
16514,16748,2527
16515,19388,2516
16516,17878,2430
16517,21136,2267
16518,18967,2484
16519,23186,2268
16520,24952,2331
16521,25524,2462
16522,22216,2267
16523,14266,2522
16524,25494,2375
16525,20318,1955
16526,22552,2522
16527,20672,2348
16528,24882,2532
16529,25512,2480
16530,21817,2262
16531,21544,2506
16532,23397,2542
16533,22402,2520
16534,17240,2411
16535,20992,2519
16536,21242,2528
16537,24496,2194
16538,21205,2142
16539,24040,2405
16540,20050,2050
16541,24421,2427
16542,23273,2529
16543,17894,2248
16544,21663,2522
16545,20111,2072
16546,25655,2442
16547,23308,2449
16548,24105,2361
16549,22594,2328
16550,22704,2129
16551,18270,1967
16552,21757,2390
16553,20818,2520
16554,25544,2513
16555,19195,1854
16556,25567,2492
16557,25288,2470
16558,25685,2522
16559,24132,2537
16560,23804,2405
16561,17493,2540
16562,20408,2536
16563,16760,2536
16564,19311,2508
16565,20175,2506
16566,17194,2495
16567,25477,2430
16568,23444,2504
16569,24120,2262
16570,22225,2531
16571,20393,2533
16572,22185,2204
16573,23728,2520
16574,16699,2455
16575,22325,2542
16576,17611,2514
16577,23886,2538
16578,20238,2503
16579,23253,2292
16580,22829,2171
16581,23061,2477
16582,26012,2471
16583,22145,2523
16584,18443,2320
16585,15513,2489
16586,20391,2507
16587,23185,2122
16588,15046,2359
16589,25750,2533
16590,16444,2287
16591,23993,2530
16592,26455,2532
16593,24323,2511
16594,21643,2451
16595,24105,2506
16596,21975,2125
16597,22857,2538
16598,22956,2526
16599,19624,2062
16600,19246,2533
16601,19287,2430
16602,25567,2492
16603,14529,2530
16604,22818,2227
16605,19905,2486
16606,21053,2274
16607,15479,2470
16608,18476,2367
16609,15931,2442
16610,16543,2530
16611,23392,2504
16612,20115,2475
16613,19075,2532
16614,24885,2432
16615,16318,2372
16616,17274,2448
16617,23401,2513
16618,25131,2494
16619,18278,2541
16620,19563,1915
16621,25000,2514
16622,25566,2504
16623,19346,2486
16624,21241,2468
16625,24721,2535
16626,23991,2500
16627,18365,2519
16628,22008,2509
16629,24861,2459
16630,16401,2521
16631,18115,2526
16632,18950,2472
16633,18563,2333
16634,22909,2505
16635,17342,2490
16636,20984,2528
16637,25691,2434
16638,23577,2399
16639,17936,2383
16640,20384,2426
16641,26455,2532
16642,16454,2500
16643,17366,2516
16644,26455,2532
16645,23893,2391
16646,26455,2532
16647,24224,2433
16648,24984,2253
16649,24146,2498
16650,25556,2486
16651,20660,2385
16652,23400,2329
16653,18499,2474
16654,22889,2531
16655,25457,2474
16656,17835,2523
16657,22740,2509
16658,20856,2520
16659,25335,2219
16660,18661,2471
16661,21912,2528
16662,14257,2295
16663,23955,2132
16664,18086,2526
16665,23609,2136
16666,19366,2542
16667,25106,2472
16668,23896,2447
16669,21081,2526
16670,23110,2268
16671,24317,2433
16672,23636,2459
16673,24623,2367
16674,25505,2486
16675,23926,2538
16676,26173,2524
16677,14496,2526
16678,14888,2518
16679,17287,2495
16680,16317,2445
16681,16453,2541
16682,21215,2529
16683,24527,2136
16684,22521,2254
16685,18781,2451
16686,12274,2490
16687,21882,2352
16688,21415,2511
16689,21596,2510
16690,23150,2496
16691,19237,2540
16692,22643,2528
16693,21019,2517
16694,16587,2449
16695,23089,2483
16696,22273,2478
16697,24257,2382
16698,19340,2512
16699,20197,2536
16700,19945,2532
16701,24418,2103
16702,25512,2480
16703,24606,2483
16704,19795,2434
16705,24796,2483
16706,24330,2385
16707,17457,1855
16708,21652,2445
16709,23300,2404
16710,25731,2503
16711,23826,2485
16712,20244,2490
16713,16695,2446
16714,15664,2457
16715,21222,2432
16716,23892,2496
16717,25501,2506
16718,23182,2353
16719,22604,2526
16720,24203,2530
16721,23799,2414
16722,22572,2482
16723,21051,2135
16724,19100,2359
16725,25547,2435
16726,20204,2534
16727,20521,2285
16728,17643,2514
16729,18722,2492
16730,26221,2352
16731,23475,2203
16732,16510,2543
16733,25191,2541
16734,25664,2523
16735,21764,2456
16736,23753,2422
16737,23005,2429
16738,19101,2539
16739,19463,2511
16740,23808,2436
16741,14596,2496
16742,22429,2543
16743,22936,2137
16744,22574,2512
16745,25295,2268
16746,24066,2350
16747,19209,2500
16748,16806,1596
16749,24428,2497
16750,17211,2227
16751,21581,2485
16752,23081,2539
16753,16058,2514
16754,19628,2509
16755,25004,2513
16756,18758,2393
16757,19164,2494
16758,19775,2267
16759,23756,2539
16760,23834,2489
16761,25664,2523
16762,20245,2304
16763,23635,2539
16764,19904,2543
16765,25524,2462
16766,26002,2512
16767,15486,2503
16768,24521,2427
16769,20543,1845
16770,23583,2534
16771,15387,2326
16772,24833,2529
16773,18092,2534
16774,23185,2202
16775,19116,2009
16776,16602,2364
16777,21130,1706
16778,21352,2475
16779,16384,2493
16780,22807,2448
16781,18887,2281
16782,22055,2096
16783,24720,2352
16784,16807,2375
16785,19000,2307
16786,19202,2148
16787,21146,2435
16788,20620,2506
16789,16448,2406
16790,25291,2491
16791,23276,2486
16792,26455,2532
16793,22300,2484
16794,25978,2498
16795,15622,1729
16796,25494,2375
16797,15734,2501
16798,24576,2538
16799,26455,2532
16800,15550,2287
16801,26132,2490
16802,22408,2542
16803,23385,2301
16804,26455,2532
16805,23146,2051
16806,17864,2472
16807,24402,2463
16808,24190,2290
16809,25886,2502
16810,23338,2485
16811,21718,2258
16812,16929,2324
16813,26227,2500
16814,25067,2543
16815,23229,2523
16816,24823,2406
16817,20479,2452
16818,21032,2480
16819,26044,2296
16820,26012,2471
16821,17961,2520
16822,23793,2319
16823,18584,2539
16824,23203,2372
16825,21401,2139
16826,26455,2532
16827,21764,2467
16828,19682,2504
16829,20420,2524
16830,23243,2475
16831,19997,2513
16832,23842,2469
16833,24629,2508
16834,25270,2498
16835,19595,2530
16836,22635,2310
16837,19745,2528
16838,23642,2332
16839,23237,2539
16840,25003,2502
16841,23733,2513
16842,25547,2435
16843,18382,1761
16844,25814,2486
16845,22074,2431
16846,21667,2534
16847,16904,1979
16848,21412,2322
16849,16731,2537
16850,23315,2447
16851,23755,2530
16852,22304,2541
16853,16246,1867
16854,21936,2523
16855,21054,2493
16856,20880,2393
16857,25089,2449
16858,20695,2521
16859,23984,2350
16860,22045,2517
16861,21555,2535
16862,25371,2499
16863,25524,2462
16864,14717,2257
16865,23873,2535
16866,24576,2536
16867,20537,1872
16868,18916,2477
16869,26173,2524
16870,18849,2525
16871,25503,2468
16872,14927,1736
16873,16768,2531
16874,26202,2499
16875,17346,2324
16876,24983,2494
16877,21522,2510
16878,24286,2286
16879,24570,2532
16880,21143,1814
16881,18109,2525
16882,17966,2046
16883,23691,2540
16884,25080,2540
16885,21979,2540
16886,20023,2404
16887,22847,2425
16888,16281,2379
16889,25442,2497
16890,14099,2460
16891,24109,2434
16892,25494,2375
16893,21434,2535
16894,19052,2482
16895,24935,2540
16896,23088,2466
16897,26103,2475
16898,18289,2453
16899,23017,2514
16900,20106,1917
16901,25524,2462
16902,26173,2524
16903,23096,2422
16904,21865,2438
16905,19320,2512
16906,20455,2508
16907,18461,2519
16908,19112,2442
16909,14262,1710
16910,23885,2475
16911,25396,2465
16912,25524,2480
16913,18190,2455
16914,19700,2496
16915,25715,2471
16916,14758,2512
16917,24834,2370
16918,22238,2511
16919,24702,2352
16920,20011,2200
16921,14900,2252
16922,25524,2462
16923,22496,2487
16924,22848,2532
16925,24180,2422
16926,25239,2518
16927,26353,2516
16928,18047,2489
16929,25458,2333
16930,18512,1905
16931,22814,2513
16932,20955,2514
16933,25599,2461
16934,20648,1833
16935,25755,2460
16936,22708,2310
16937,19030,2543
16938,25789,2487
16939,22394,2309
16940,20781,2339
16941,23369,2516
16942,23552,2243
16943,17208,2543
16944,23371,2307
16945,25263,2513
16946,21672,2188
16947,25782,2543
16948,24259,2522
16949,23582,2496
16950,16144,2483
16951,25978,2498
16952,20303,2527
16953,23486,2303
16954,24682,2378
16955,22985,2302
16956,20539,2534
16957,24315,2503
16958,21811,2530
16959,26329,2516
16960,22606,2502
16961,18146,2302
16962,25501,2506
16963,19698,1859
16964,22660,2542
16965,20744,2037
16966,25204,2485
16967,22623,2539
16968,20416,2502
16969,25566,2504
16970,19163,1746
16971,14871,2450
16972,23211,2511
16973,21387,2510
16974,20364,2240
16975,18095,2539
16976,25700,2528
16977,23634,2362
16978,24724,2372
16979,20414,2503
16980,18754,2521
16981,23778,2496
16982,20408,2506
16983,16667,2516
16984,20777,2526
16985,17774,2543
16986,20036,2491
16987,20900,1883
16988,26202,2499
16989,21173,2476
16990,17423,2535
16991,22568,2487
16992,22608,2105
16993,20733,2539
16994,24703,2363
16995,21702,2290
16996,22526,2528
16997,21133,2460
16998,19644,2227
16999,22073,2523
17000,20158,2270
17001,18545,2015
17002,21959,2494
17003,20694,2496
17004,25691,2434
17005,25730,2463
17006,19970,2523
17007,21565,2220
17008,16149,2533
17009,23512,2525
17010,24100,2379
17011,21455,2238
17012,22924,2510
17013,25643,2526
17014,19187,2304
17015,14974,2510
17016,17713,2510
17017,19480,2520
17018,23555,2429
17019,19724,2393
17020,22726,2228
17021,18467,2461
17022,20741,2535
17023,23592,2527
17024,26015,2510
17025,23185,2501
17026,26455,2532
17027,19020,2404
17028,22785,2519
17029,21651,2165
17030,25494,2375
17031,23924,2229
17032,21470,2532
17033,25503,2515
17034,20940,2473
17035,20138,2476
17036,18674,2389
17037,22050,2543
17038,24000,2522
17039,17846,2513
17040,25051,2432
17041,22780,2032
17042,21900,2128
17043,22024,2507
17044,25653,2444
17045,25566,2504
17046,26353,2516
17047,17169,1769
17048,25015,2272
17049,26009,2506
17050,20066,2520
17051,15456,2514
17052,25559,2506
17053,23902,2499
17054,24218,2522
17055,24277,2525
17056,21108,2481
17057,21857,2540
17058,21230,2530
17059,24805,2401
17060,17831,2350
17061,21803,2284
17062,16307,2535
17063,20880,2472
17064,25596,2522
17065,23612,2153
17066,16257,2529
17067,24127,2388
17068,14493,2516
17069,20646,2401
17070,19107,1978
17071,25125,2540
17072,20808,2466
17073,23408,2425
17074,19567,2393
17075,15649,2473
17076,24546,2370
17077,19032,1794
17078,25524,2462
17079,24418,2432
17080,19782,2397
17081,21353,2468
17082,20649,1992
17083,24112,2481
17084,16262,2497
17085,21679,2537
17086,20680,2521
17087,19649,2503
17088,23144,2506
17089,16429,2512
17090,15442,2508
17091,19495,2219
17092,26260,2527
17093,18743,1728
17094,25596,2522
17095,25494,2375
17096,21446,2534
17097,25475,2189
17098,17949,2085
17099,25463,2234
17100,25691,2434
17101,22745,2268
17102,23976,2335
17103,18128,2533
17104,20793,2060
17105,19818,2526
17106,22651,2468
17107,24584,2538
17108,18130,2381
17109,26455,2532
17110,23366,2500
17111,25372,2487
17112,23808,2108
17113,19160,2506
17114,21506,2519
17115,25685,2522
17116,21796,2531
17117,18632,2517
17118,24209,2382
17119,24956,2518
17120,24160,2486
17121,17363,2543
17122,25691,2434
17123,21729,2259
17124,18890,2517
17125,25695,2513
17126,21482,1989
17127,18643,2391
17128,22331,2525
17129,20422,2531
17130,16065,2494
17131,22798,2442
17132,18884,2489
17133,21015,2543
17134,26061,2508
17135,19865,2343
17136,25566,2504
17137,21288,2490
17138,15859,1843
17139,24867,2433
17140,20527,2450
17141,20368,2504
17142,11333,2510
17143,17010,2490
17144,17500,2404
17145,26455,2532
17146,24560,2432
17147,24301,2504
17148,20826,2521
17149,19408,2475
17150,21520,2496
17151,23586,2518
17152,24684,2529
17153,23230,2454
17154,20023,2486
17155,19905,2300
17156,25463,2234
17157,20799,2443
17158,18457,2513
17159,21514,2372
17160,22034,2444
17161,15275,2538
17162,24010,2517
17163,21719,2075
17164,26202,2499
17165,19851,2522
17166,23775,2359
17167,24860,2520
17168,17728,2281
17169,22005,2088
17170,17391,2325
17171,24967,2522
17172,20034,2534
17173,17380,2456
17174,22766,2327
17175,25596,2522
17176,23828,2508
17177,19057,2523
17178,21208,2096
17179,24757,2435
17180,21429,2539
17181,23643,2136
17182,16925,2543
17183,23012,2480
17184,22168,2357
17185,26000,2356
17186,26455,2532
17187,26455,2532
17188,19246,2497
17189,15842,2531
17190,26455,2532
17191,21452,2497
17192,26009,2506
17193,16943,2428
17194,25544,2513
17195,15389,2414
17196,23454,2425
17197,25913,2488
17198,18595,2534
17199,22644,2504
17200,23108,2505
17201,16874,2533
17202,16361,2336
17203,19156,2540
17204,25073,2527
17205,23931,2500
17206,25494,2375
17207,23722,2418
17208,23423,2526
17209,20732,2487
17210,23207,2462
17211,24623,2452
17212,23982,2442
17213,23577,2416
17214,24052,2528
17215,22067,2464
17216,23100,2464
17217,25998,2480
17218,21877,2073
17219,22486,2532
17220,25458,2333
17221,21452,2401
17222,25282,2436
17223,20107,2473
17224,17075,2495
17225,15776,2403
17226,14621,2530
17227,21799,2519
17228,24296,2309
17229,18959,2476
17230,19626,2511
17231,25524,2462
17232,21205,2540
17233,25984,2489
17234,20812,2374
17235,24368,2495
17236,19280,2541
17237,25567,2492
17238,19479,2342
17239,24353,2533
17240,24985,2439
17241,18883,2073
17242,23913,2484
17243,25501,2506
17244,21918,2214
17245,16269,2470
17246,20723,2433
17247,26455,2532
17248,13822,2480
17249,24195,2406
17250,20080,2485
17251,23464,2515
17252,22902,2224
17253,22314,2270
17254,22781,2536
17255,23068,2320
17256,20805,2080
17257,20746,2497
17258,22374,2236
17259,25544,2513
17260,23516,2496
17261,20401,1976
17262,18918,2497
17263,24208,2499
17264,26327,2517
17265,19512,2486
17266,26006,2380
17267,24713,2270
17268,23451,2525
17269,19839,2528
17270,25168,2386
17271,24797,2524
17272,19159,2506
17273,23742,2288
17274,19591,2402
17275,25494,2375
17276,20190,1912
17277,23034,2483
17278,22113,2450
17279,25512,2480
17280,22640,2507
17281,25316,2533
17282,21429,2521
17283,25944,2539
17284,24685,2344
17285,14147,2278
17286,22052,2474
17287,23966,2094
17288,21347,2471
17289,16039,2392
17290,23975,2494
17291,24496,2194
17292,18584,2486
17293,18541,2444
17294,21791,2448
17295,19111,2437
17296,20825,2537
17297,24836,2304
17298,25512,2480
17299,23264,2484
17300,25475,2189
17301,23172,2526
17302,16849,2535
17303,17138,2529
17304,18046,2514
17305,25343,2461
17306,24549,2406
17307,19385,2516
17308,20708,2527
17309,24515,2338
17310,18499,2508
17311,21833,2531
17312,22287,1873
17313,14303,2287
17314,16236,2524
17315,18585,2497
17316,25503,2468
17317,18698,2514
17318,19571,2353
17319,22516,2522
17320,17608,2504
17321,22612,2508
17322,24218,2500
17323,22105,2416
17324,16687,2520
17325,18837,2519
17326,17007,2301
17327,24650,2311
17328,22853,2511
17329,22013,2302
17330,15881,2526
17331,20882,2054
17332,20556,2489
17333,18956,2514
17334,24571,2478
17335,23351,2540
17336,23401,2485
17337,24035,2439
17338,17649,2453
17339,23410,2191
17340,23875,2414
17341,25242,2472
17342,24903,2367
17343,20983,2463
17344,20059,2012
17345,23065,2528
17346,22589,2210
17347,15026,2302
17348,18706,1998
17349,19316,2485
17350,24828,2506
17351,22369,1924
17352,23415,2481
17353,18914,2535
17354,25458,2333
17355,23104,2513
17356,23991,2271
17357,19054,2490
17358,21318,2538
17359,25501,2506
17360,17478,2515
17361,24028,2530
17362,23794,2432
17363,23612,2328
17364,16748,2358
17365,24234,2380
17366,20089,2087
17367,22788,2304
17368,26455,2532
17369,25059,2543
17370,26353,2516
17371,25888,2434
17372,17895,2447
17373,25547,2435
17374,26260,2527
17375,24365,2488
17376,21402,2370
17377,16781,2266
17378,20134,2508
17379,19632,2483
17380,20061,2528
17381,21932,2250
17382,24782,2527
17383,21436,2444
17384,26240,2498
17385,25685,2511
17386,17696,2498
17387,19549,2533
17388,21984,2530
17389,19685,2461
17390,21522,2542
17391,16349,2508
17392,23593,2522
17393,20551,1927
17394,17168,2539
17395,18927,2510
17396,18925,1945
17397,25655,2442
17398,24336,2367
17399,23495,2358
17400,25158,2480
17401,19512,2505
17402,24724,2390
17403,25181,2226
17404,25886,2502
17405,18692,2500
17406,19962,2538
17407,25808,2532
17408,13693,2456
17409,21349,2326
17410,23583,2509
17411,24513,2524
17412,18024,2542
17413,21801,2193
17414,23068,2470
17415,21637,2534
17416,15497,2535
17417,23558,2363
17418,24688,2323
17419,15183,2536
17420,24758,2261
17421,25475,2189
17422,24230,2501
17423,20434,2515
17424,17475,2417
17425,24530,2529
17426,25547,2435
17427,24714,2459
17428,22288,1932
17429,25994,2473
17430,23544,2381
17431,24833,2446
17432,17673,2514
17433,20669,2439
17434,20752,2486
17435,22494,2511
17436,24245,2537
17437,25426,2429
17438,19180,2504
17439,25439,2540
17440,25501,2506
17441,26455,2532
17442,22898,2505
17443,23442,2403
17444,18007,2409
17445,17035,2542
17446,23017,2320
17447,24896,2436
17448,18301,2336
17449,25018,2514
17450,25547,2435
17451,24913,2457
17452,18151,1852
17453,23064,2339
17454,18320,2384
17455,25838,2495
17456,18492,2491
17457,26005,2325
17458,23148,2521
17459,25408,2480
17460,17280,2491
17461,18389,2082
17462,19759,2500
17463,20426,2453
17464,22117,2441
17465,21340,2245
17466,25494,2375
17467,26211,2507
17468,22044,2475
17469,17931,2511
17470,25655,2442
17471,19651,2462
17472,22719,2448
17473,23895,2400
17474,24870,2517
17475,22703,2527
17476,23999,2520
17477,17091,2535
17478,25457,2351
17479,24317,2491
17480,14317,2543
17481,23917,2538
17482,18129,2364
17483,23645,2428
17484,17576,2525
17485,19069,2521
17486,22336,2462
17487,21981,2460
17488,20645,2396
17489,20940,2395
17490,25012,2307
17491,20453,2487
17492,25458,2333
17493,20909,2540
17494,25396,2465
17495,19632,2496
17496,21471,2504
17497,19967,2272
17498,22156,2527
17499,17838,1963
17500,25567,2492
17501,23882,2489
17502,22989,2534
17503,24736,2256
17504,22314,2519
17505,23559,2518
17506,23241,2488
17507,22336,2497
17508,19073,2488
17509,24645,2448
17510,22942,2453
17511,22105,2130
17512,17175,2439
17513,19890,2456
17514,20727,2533
17515,23393,2428
17516,25812,2515
17517,16896,2486
17518,26455,2532
17519,26015,2510
17520,18196,2304
17521,21849,2523
17522,23738,2366
17523,24611,2480
17524,26455,2532
17525,24635,2418
17526,14985,2414
17527,13799,2476
17528,20408,2537
17529,21227,1878
17530,21512,2368
17531,21013,2490
17532,23732,2347
17533,21198,2023
17534,15030,2358
17535,20615,2238
17536,25755,2460
17537,16776,2542
17538,20415,2052
17539,24216,2412
17540,21145,2533
17541,22512,2526
17542,23551,2303
17543,25529,2508
17544,21576,2456
17545,17589,2318
